gene
DENND5A
DENND5B
DENND5B-AS1
DENND6A
DENND6A-DT
DERL2
DERPC
DEUP1
DFFB
DGAT1
DGCR5
DGCR6
DGCR6L
DGKA
DGKD
DGKG
DGKQ
DHCR7
DHDDS
DHRS7B
DHX15
DHX33
DHX33-DT
DHX34
DHX8
DHX9
DHX9-AS1
DICER1
DICER1-AS1
DIDO1
DIO3
DIP2A
DIP2C
DIRAS1
DISC1
DIXDC1
DKC1
DLG4
DLGAP1
DLGAP2
DLK1
DLL1
DLX2-DT
DLX5
DMGDH
DMRT1
DMXL2
DNA2
DNAAF1
DNAAF5
DNAH10
DNAH2
DNAI1
DNAI4
DNAJA3
DNAJB1
DNAJB11
DNAJB13
DNAJB6
DNAJB9
DNAJC11
DNAJC14
DNAJC25
DNAJC25-GNG10
DNAJC28
DNAJC3-DT
DNAJC4
DNAJC5
DNAL1
DNASE1
DNM1
DNM1L
DNM2
DNM3
DNMBP
DNMT1
DOCK3
DOK1
DPAGT1
DPF2
DPP10
DPY19L1
DPY19L2P3
DPY30
DPYSL2
DPYSL3
DRAM2
DSN1
DST
DTL
DTNA
DTNB
DTYMK
DUBR
DUOX1
DUSP14
DUSP15
DUSP16
DUSP2
DUSP22
DUSP3
DUSP7
DUSP8
DVL2
DYM
DYNC1H1
DYNC2I1
DYNLL1
DYNLRB1
DYNLRB2
DYNLRB2-AS1
DYNLT1
DYNLT2
DYNLT2B
DYRK1A
DYRK2
EAPP
EBF3
ECE1
EDEM1
EDEM2
EDEM3
EDRF1
EDRF1-DT
EEA1
EED
EEF1A2
EEF1AKMT1
EEF1D
EEF2
EEFSEC
EFCAB5
EFEMP1
EFHC1
EGLN2
EGR1
EGR4
EHD1
EHMT1
EHMT2
EID1
EID2B
EIF1
EIF2A
EIF2AK1
EIF2B3
EIF2D
EIF2S1
EIF2S2
EIF2S3
EIF3A
EIF3B
EIF3K
EIF4E3
EIF4EBP1
EIF4ENIF1
EIF4H
EIF5A
EIF5B
ELAC1
ELAPOR2
ELFN1
ELMOD1
ELOA-AS1
ELOB
ELOBP2
ELOF1
ELOVL2
ELOVL2-AS1
ELOVL4
ELOVL7
ELP1
ELP5
ELP6
EMC10
EMC6
EMD
EML1
EML2
EML4
EML5
EMSY
EMSY-DT
ENDOG
ENDOV
ENO1
ENO2
ENO3
ENOPH1
ENOX1
ENTPD5
ENTPD6
ENTREP2
EPB41
EPC1
EPC2
EPHA2
EPHA6
EPHB2
EPHB3
EPM2A-DT
EPM2AIP1
EPN2
EPS8L2
ERC2
ERCC2
ERCC4
ERCC6
ERCC6L
ERG28
ERICH2
ERICH5
ERMARD
ERO1A
ERP29
ERRFI1-DT
ESCO1
ESF1
ESRRA
ESS2
ETFB
ETFDH
ETV4
ETV5
EVI5
EWSR1
EXOC6
EXOC7
EXOC8
EXOG
EXOSC1
EXOSC10-AS1
EXOSC2
EXOSC5
EXOSC8
EXT1
EZH1
EZH2
F2R
F8
FAAP20
FABP5P3
FADD
FADS1
FADS2
FAHD1
FAIM
FAM117A
FAM118A
FAM120A
FAM120AOS
FAM120B
FAM120C
FAM124A
FAM133B
FAM135B
FAM136A
FAM13B-AS1
FAM149A
FAM151B
FAM151B-DT
FAM161A
FAM167A
FAM168B
FAM169A
FAM174A
FAM174A-DT
FAM182A
FAM182B
FAM201B
FAM20A
FAM20B
FAM210B
FAM216A
FAM217B
FAM219A
FAM219B
FAM220A
FAM222A
FAM222B
FAM227A
FAM228A
FAM228B
FAM240C
FAM242C
FAM24B
FAM27C
FAM3B
FAM53B
FAM53C
FAM66A
FAM66B
FAM66C
FAM66D
FAM66E
FAM83F
FAM86JP
FAM98A
FAM9A
FAN1
FANCA
FANCC
FARP1
FASTKD2
FASTKD3
FAT1
FAUP4
FBL
FBLN1
FBRS
FBRSL1
FBRSL1P1
FBXL13
FBXL14
FBXL15
FBXL5
FBXL8
FBXO11
FBXO15
FBXO21
FBXO31
FBXO41
FBXO42
FBXO46
FBXO48
FBXO5
FBXO7
FBXO8
FBXW5
FCHO2
FCHO2-DT
FEZ1
FGD4
FGD5
FGD5-AS1
FGFR1OP2
FGFRL1
FHAD1
FHL1
FIGN
FIGNL1
FILIP1L
FIP1L1
FITM2
FJX1
FKBP1A
FKBP2
FKBP4
FKBP4P2
FKBP4P6
FKBP4P7
FKBP4P8
FKRP
FLJ30679
FLJ43315
FLNB
FLT4
FMC1
FMR1
FNBP1
FNBP4
FNDC5
FNTB
FOCAD
FOCAD-AS1
FOSB
FOXA1
FOXA2
FOXC1
FOXD1
FOXK1
FOXK2
FOXL2NB
FOXN3-AS1
FOXN4
FOXO1
FOXO3
FOXO4
FOXO6
FOXP1
FOXQ1
FRMD4B
FRMPD1
FRRS1L
FRS2
FSD1
FSD1L
FSIP2
FST
FTH1P19
FTHL18P
FTSJ1
FTSJ3
FTX
FUNDC1
FUNDC2
FUOM
FUS
FUT11
FUT8
FUT8-AS1
FXR2
FYTTD1
FZD3
FZR1
G3BP2
GAA
GABBR2
GABPB1
GABPB1-AS1
GABRA4
GABRA6
GABRB1
GABRB2
GABRB3
GABRD
GABRE
GAD1
GADD45A
GAK
GALNT1
GALNT11
GALNT3
GALNT9
GAMT
GAN
GAPVD1
GARIN5A
GARNL3
GATA2
GATAD2A
GATC
GATD1
GATD1-DT
GATD3
GATM
GBA2
GBX1
GCC1
GCLM
GCNT4
GDAP1
GDF5
GDNF
GDNF-AS1
GDPD1
GDPD5
GEMIN2
GEMIN4
GEMIN7-AS1
GEN1
GET1
GET1-SH3BGR
GFAP
GFOD1
GFOD1-AS1
GFRA2
GGTA1
GIGYF1
GINM1
GK2
GKAP1
GLA
GLE1
GLI4
GLIPR1L2
GLMN
GLTC1
GLUD1
GMEB2
GMNN
GNAI1
GNAO1
GNAO1-DT
GNAQ
GNAS
GNB1
GNB1L
GNG5
GNPAT
GNPDA2
GNPTAB
GNPTG
GOLGA1
GOLGA4
GOLGA7
GOLGA8A
GOLGA8B
GPAA1
GPAT3
GPATCH11
GPATCH8
GPBP1L1
GPI
GPN3
GPR12
GPR137
GPR143
GPR160
GPR161
GPR176
GPR180
GPR19
GPR27
GPR85
GPSM2
GPT2
GPX4
GRAMD4
GRASLND
GRB10
GRB2
GRHL3
GRIA2
GRIK1
GRIK3
GRIPAP1
GRK2
GRK3
GRK3-AS1
GRK5
GRM2
GRM7
GRM8
GRPEL1
GRPEL2
GSE1
GSEC
GSPT1
GSR
GSS
GSTM3
GTF2A1
GTF2A1-AS1
GTF2A1L
GTF2F1
GTF2F2
GTF2H5
GTF2I
GTF2IP1
GTF2IP4
GTF2IRD1P1
GTF3A
GTF3C1
GTF3C2
GTSE1
GTSE1-DT
GUSBP5
GVQW3
GXYLT1
GZF1
H1-10-AS1
H1-2
H2AC11
H2AC12
H2AC13
H2AC15
H2AC17
H2AC18
H2AC19
H2AC20
H2AC25
H2AC6
H2AC8
H2AX
H2BC11
H2BC18
H2BC26
H3C12
H3P40
H4C14
H4C15
HACD3
HACL1
HAGH
HAND2-AS1
HAPSTR1
HAR1B
HASPIN
HAUS3
HAUS6
HBP1
HBQ1
HBS1L
HCFC1
HCFC1R1
HCG18
HCN1
HDAC4
HDAC4-AS1
HDAC5
HDAC7
HDDC3
HDGFL1
HDGFL3
HDHD3
HDLBP
HEATR1
HEATR3
HEATR3-AS1
HEATR5B
HECTD2
HERC4
HEY2
HEY2-AS1
HGH1
HGS
HHIP
HHIP-AS1
HIBADH
HILPDA
HILPDA-AS1
HINT1
HIRA
HIRIP3
HIVEP3
HLA-DMA
HLA-DMB
HM13
HMGA1
HMGA1P3
HMGA1P7
HMGA1P8
HMGA2
HMGN1
HMGN1P20
HMGXB3
HMMR
HMX1
HNRNPA1
HNRNPA3
HNRNPAB
HNRNPDL
HNRNPF
HNRNPH1
HNRNPH2
HNRNPH3
HNRNPK
HNRNPL
HNRNPM
HNRNPR
HNRNPU
HOOK1
HOOK3
HORMAD1
HOXA5
HOXA7
HOXA9
HOXB-AS1
HOXB2
HOXD10
HOXD8
HP1BP3
HPCAL1
HPGD
HRK
HS3ST2
HS6ST1
HS6ST1P1
HS6ST2
HSD11B1L
HSD11B2
HSD17B10
HSD17B6
HSDL1
HSDL2
HSF1
HSP90AA1
HSPA12A
HSPA14
HSPA4L
HSPD1
HSPE1
HSPE1-MOB4
HTATSF1
HTD2
HULC
HYI
HYI-AS1
HYKK
HYLS1
HYMAI
IAH1
IARS2
ICA1L
ICMT
ICMT-DT
ICOSLG
ID2
ID2-AS1
IDH3A
IDH3G
IDI1
IDUA
IFIT5
IFNAR1
IFNAR2
IFNAR2-IL10RB
IFRD2
IFT122
IFT140
IFT172
IFT27
IFT80
IFT81
IGDCC4
IGF1R
IGF2
IGFBP7
IGLV1-51
IKZF2
IL10RA
IL12A-AS1
IL13
IL17RB
IL23A
IL4I1
ILF3
ILF3-DT
ILKAP
ILVBL
IMMT
IMPA1
INCA1
ING1
ING2
ING2-DT
ING5
INHBA
INHBB
INO80C
INO80E
INPP4A
INPP5A
INPP5F
INPP5K
INSL6
INTS11
INTS13
INTS2
INTS3
INTS7
IP6K1
IPO11
IPO5
IPO9
IPO9-AS1
IPP
IQCA1
IQCE
IQCG
IQCH-AS1
IQGAP2
IRF1
IRF2BP2
IRF2BPL
IRF3
IRGQ
IRS1
IRX4
IRX4-AS1
IRX6
ISCU
ISOC1
ISYNA1
ITCH
ITFG1-AS1
ITFG2-AS1
ITGA2B
ITGA9-AS1
ITGB1BP1
ITM2C
ITPK1
IWS1
JAG1
JAG2
JAGN1
JAK2
JAKMIP3-AS1
JAM3
JARID2
JARID2-AS1
JMJD4
JMY
JUN-DT
JUND
KANK1
KANK2
KANK3
KANSL1L
KANSL3
KARS1P2
KASH5
KAT7
KATNA1
KATNIP
KBTBD11-AS1
KBTBD11-OT1
KBTBD12
KBTBD2
KCNA3
KCNC3
KCNC4
KCNH5
KCNIP2-AS1
KCNIP3
KCNJ11
KCNJ12
KCNJ5
KCNJ6
KCNN2
KCNQ1DN
KCNQ2
KCTD1
KCTD13
KCTD15
KCTD19
KCTD6
KDELR2
KDM2A
KDM3A
KDM4C
KDM5C
KDM7A
KDM7A-DT
KDM8
KDSR
KDSR-DT
KHDRBS1
KHDRBS3
KHK
KHSRP
KIAA0319
KIAA0513
KIAA1328
KIAA1549L
KIAA1671
KIF11
KIF17
KIF1A
KIF1B
KIF1C
KIF21B
KIF26A
KIF26A-DT
KIF2A
KIF3A
KIF5B
KIF6
KIFC3
KIN
KIRREL1
KIT
KLC2-AS2
KLF13
KLF7
KLHL13
KLHL17
KLHL22
KLHL23
KLK2
KLRD1
KMT2C
KNL1
KPTN
KRAS
KRBA1
KRBOX4
KRCC1
KRI1
KRTAP5-AS1
KSR1
KXD1
KYAT1
L3MBTL1
LAD1
LAGE3
LAMTOR3
LAP3
LAPTM4A
LAPTM4A-DT
LARP4B
LARP6
LARP7
LBH
LBHD2
LCA5L
LCP1
LDB1
LDHA
LDHAL6A
LDLRAD4
LDOC1
LEF1
LEF1-AS1
LEISA1
LENG8
LENG8-AS1
LEPROTL1
LETM1
LETR1
LGALSL
LGALSL-DT
LHFPL1
LHPP
LHX1
LHX2
LHX3
LHX6
LHX9
LIAT1
LIFR
LIFR-AS1
LIG3
LIG4
LIMD2
LIN28B-AS1
LIN37
LINC-PINT
LINC00174
LINC00200
LINC00205
LINC00336
LINC00421
LINC00467
LINC00471
LINC00472
LINC00506
LINC00621
LINC00642
LINC00649
LINC00845
LINC00865
LINC00881
LINC00882
LINC01002
LINC01089
LINC01116
LINC01122
LINC01231
LINC01376
LINC01424
LINC01473
LINC01482
LINC01558
LINC01569
LINC01606
LINC01607
LINC01624
LINC01632
LINC01666
LINC01667
LINC01804
LINC01962
LINC01986
LINC02002
LINC02079
LINC02109
LINC02125
LINC02166
LINC02184
LINC02245
LINC02292
LINC02298
LINC02323
LINC02352
LINC02406
LINC02427
LINC02482
LINC02521
LINC02564
LINC02613
LINC02614
LINC02684
LINC02693
LINC02709
LINC02752
LINC02773
LINC02798
LINC02802
LINC02851
LINC02963
LINC02980
LINC03011
LINC03014
LINC03015
LINC03053
LINC03067
LINC03073
LINGO2
LIPA
LIPE
LIPE-AS1
LIPT2
LLGL1
LMBRD1
LMCD1
LMCD1-AS1
LMLN
LNCOC1
LNCRNA-IUR
LONP1
LONRF3
LPCAT1
LPCAT2
LPGAT1
LPP-AS2
LPXN
LRATD1
LRATD2
LRBA
LRCH3
LRFN2
LRFN4
LRFN5
LRIG2-DT
LRP1
LRP12
LRP8
LRP8-DT
LRPAP1
LRRC14
LRRC24
LRRC27
LRRC36
LRRC37A12P
LRRC37A5P
LRRC42
LRRC51
LRRC56
LRRC63
LRRC78P
LRRC8A
LRTOMT
LRWD1
LSM1
LSM14B
LSM2
LSM4
LSM7
LSM8
LSP1P1
LSP1P4
LSP1P5
LTO1
LUC7L
LY6E-DT
LY6H
LYAR
LYPD6
LYPLA1
LYPLAL1
LYPLAL1-DT
LYRM9
LYSET
LYST
M1AP
MACROD2
MAD1L1
MAD2L1
MAD2L1-DT
MADCAM1-AS1
MAEA
MAEL
MAFF
MAFG
MAGED1
MAGED2
MAGED4
MAGED4B
MAGEE1
MAGI1
MAGI2
MAGI2-AS3
MAGIX
MAGT1
MAJIN
MAK16
MAL2
MALAT1
MALINC1
MALRD1
MAML3
MAN1B1
MAN1B1-DT
MAN2B1
MANEA
MANEA-DT
MAP1LC3B
MAP2K2
MAP2K3
MAP2K7
MAP3K11
MAP3K2
MAP3K2-DT
MAP4K1
MAP4K4
MAP7D1
MAPK4
MAPK8IP2
MAPK8IP3
MAPKAP1
MAPKAPK3
MAPKBP1
MAPRE2
MAPRE3
MAPT
MARCHF1
MARCHF11
MARCHF11-DT
MARK3
MARS2
MARVELD3
MAST2
MAST4
MAT2A
MATCAP1
MATCAP2
MATN1-AS1
MATR3
MAX
MAZ
MBD1
MBD3
MBD4
MBD6
MBNL1
MBTD1
MCEE
MCFD2
MCM2
MCM4
MCM6
MCMDC2
MCRIP1
MCRIP2
MCTP2
MDFI
MDH1B
MDM1
MEAF6
MECP2
MECR
MED11
MED15
MED18
MED20
MED25
MED26
MED28
MED28-DT
MED4
MEF2A
MEF2C
MEF2C-AS1
MEGF9
MEI1
MEIG1
MEIOSIN
MEIS1
MEIS2
MEPCE
MEST
METAP1D
METRNL
METTL22
MEX3C
MEX3D
MFSD1
MFSD10
MFSD11
MFSD13A
MFSD4B
MFSD4B-DT
MFSD8
MFSD9
MGA
MGAT1
MGAT5B
MGLL
MGST3
MHENCR
MIB1
MIB2
MICAL3
MICB
MICOS13
MIDEAS-AS1
MIER1
MIER2
MIER3
MIF4GD
MIF4GD-DT
MINDY2
MINDY2-DT
MINK1
MIR106AHG
MIR124-3
MIR1258
MIR1292
MIR132
MIR1538
MIR1908
MIR199A1
MIR203A
MIR222HG
MIR29B2CHG
MIR3137
MIR3150B
MIR3150BHG
MIR3175
MIR3178
MIR3195
MIR3610
MIR3621
MIR3677HG
MIR3678
MIR371B
MIR3936HG
MIR4444-1
MIR4469
MIR4479
MIR4519
MIR4523
MIR455
MIR4701
MIR4733
MIR4738
MIR4754
MIR4757
MIR4787
MIR5091
MIR6084
MIR6720
MIR6789
MIR6850
MIR6869
MIR7150
MIR762HG
MIR7706
MIR7845
MIR8083
MIR9-2HG
MIRLET7I
MIS12
MIS18A
MISP3
MITD1
MKNK1
MKX-AS1
MLH1
MLH3
MLLT1
MLLT3
MLLT6
MLPH
MLST8
MLX
MMADHC
MMADHC-DT
MME
MMP16
MMP25-AS1
MMS19
MMS22L
MNT
MOAP1
MOCS2
MOCS2-DT
MOGS
MOK
MORC1
MORC2-AS1
MORC3
MORF4L1
MORN5
MOV10L1
MPC2
MPDU1
MPDU1-AS1
MPG
MPHOSPH10
MPHOSPH10P1
MPHOSPH6
MPHOSPH9
MPL
MPPED2
MPST
MRFAP1L2
MRGBP
MRNIP
MRNIP-DT
MROH1
MRPL11
MRPL17
MRPL23
MRPL30
MRPL34
MRPL36
MRPL40
MRPL43
MRPL45
MRPL45P2
MRPL46
MRPL57
MRPS11
MRPS12
MRPS18B
MRPS33
MRPS6
MRPS9
MRPS9-AS2
MRTFB
MS4A13
MSANTD2
MSANTD2-AS1
MSANTD7
MSH4
MSH5
MSH5-SAPCD1
MSL3
MSL3-DT
MSL3P1
MSRA-DT
MST1
MSTO1
MT1A
MT3
MTARC1
MTCH2
MTDH
MTERF4
MTFMT
MTFR1
MTG1
MTHFD1
MTHFD2
MTHFSD
MTMR7
MTPN
MTRES1
MTRFR
MTRR
MTSS1
MTSS2
MTUS2
MTX2
MUC20-OT1
MVB12B
MVD
MX1
MYB
MYBBP1A
MYBL2
